title,link,location,original_price,price,end_date
Ticket for Yngwie Malmsteen Concert,https://www.livingsocial.com/events/1644470-ticket-for-yngwie-malmsteen-concert,"Beverly Hills, CA", 33,20,use by Jun  2
Ticket for Gilbert Gottfried,https://www.livingsocial.com/events/1644468-ticket-for-gilbert-gottfried,"Brea, CA", 22,7,use by May 21
Butter Lane,https://www.livingsocial.com/deals/1644258-2-hour-cupcake-making-class-101-for-1-person,"New York, NY", 75,45,
Ticket for The Sweet Concert,https://www.livingsocial.com/events/1644146-ticket-for-the-sweet-concert,"Pasadena, CA", 33,20,use by May  6
"Ticket to ""Married People: A Comedy""",https://www.livingsocial.com/events/1644094-ticket-to-married-people-a-comedy,"West Hollywood, CA", 10,5,use by Apr  2
Sam's Garage Doors,https://www.livingsocial.com/deals/1643734-garage-door-tune-up-inspection-or-roller-replacement,Los Angeles Area, 100,49,
Chino CrossFit,https://www.livingsocial.com/deals/1643712-20-group-crossfit-classes-with-4-elements-classes,"Chino, CA", 525,44,
Lee Nails,https://www.livingsocial.com/deals/1643698-nail-salon-services-at-lee-nails,"El Monte, CA", 40,24,
Ontario Bakery,https://www.livingsocial.com/deals/1643484-12-cupcakes-or-cake-pops,"Ontario, CA", 27,14,
Warped Paintball,https://www.livingsocial.com/deals/1643422-all-day-commando-paintball-outing,"Castaic, CA", 40,19,
Ticket to Jean-Luc Ponty,https://www.livingsocial.com/events/1643198-ticket-to-jean-luc-ponty,"Beverly Hills, CA", 43,25,use by Jun  3
Mother's Necklace with Birthstone Charms,https://www.livingsocial.com/deals/1642578-mother-s-necklace-with-birthstone-charms,, 120,15,
Pacific Sailing,https://www.livingsocial.com/deals/1642562-beginner-s-sailing-lesson-for-1,"Ventura, CA", 160,69,
Aromatherapy Essential Oil Diffuser Necklace,https://www.livingsocial.com/deals/1642482-aromatherapy-essential-oil-diffuser-necklace,, 100,9,
Planked Wood Photo Print in 4 Sizes,https://www.livingsocial.com/deals/1642462-planked-wood-photo-print-in-4-sizes,, 80,29,
The Garden Spa'T,https://www.livingsocial.com/deals/1642454-organic-facial-and-fruit-acid-peel,"Manhattan Beach, CA", 149,89,
Hair by Azi,https://www.livingsocial.com/deals/1642368-haircut-and-color-or-highlights-package,"Lake forest, CA", 150,79,
Ladies' Mid-Length Monogrammed Spa Robe,https://www.livingsocial.com/deals/1642250-ladies-mid-length-monogrammed-spa-robe,, 68,36,
1-Year Subscription to Allrecipes Magazine,https://www.livingsocial.com/deals/1641604-1-year-subscription-to-allrecipes-magazine,, 10,5,
1-Year Subscription to Martha Stewart Living,https://www.livingsocial.com/deals/1641602-1-year-subscription-to-martha-stewart-living,, 28,5,
1-Year Subscription to Shape Magazine,https://www.livingsocial.com/deals/1641530-1-year-subscription-to-shape-magazine,, 19,5,
Studio 320,https://www.livingsocial.com/deals/1641464-hair-salon-services-at-studio-320,"El Segundo, CA", 330,159,
3-Month Subscription for Unlimited Online Courses,https://www.livingsocial.com/deals/1641382-3-month-subscription-for-unlimited-online-courses,, 30,9,
Sonata Room,https://www.livingsocial.com/deals/1641326-beginner-group-dance-classes-at-sonata-room,"Arcadia, CA", 48,24,
Up to 304 Sticker Name Labels for Kids,https://www.livingsocial.com/deals/1641114-up-to-304-sticker-name-labels-for-kids,, 20,5,
Schwartz Bakery,https://www.livingsocial.com/deals/1641110-30-to-spend-at-schwartz-bakery-or-circa-cafe,"Los Angeles, CA", 30,19,
Arizona Highways Magazine,https://www.livingsocial.com/deals/1640996-subscription-to-arizona-highways-magazine,Los Angeles Area, 24,12,
Personalized Stainless Steel Screw Closure Bangle,https://www.livingsocial.com/deals/1640956-personalized-stainless-steel-screw-closure-bangle,, 30,12,
FungiCare All-Natural Nail Care,https://www.livingsocial.com/deals/1640804-fungicare-all-natural-nail-care,, 40,14,
Resume Editing or LinkedIn Profile Writing,https://www.livingsocial.com/deals/1640692-resume-editing-or-linkedin-profile-writing,, 75,34,
New Image Day Spa,https://www.livingsocial.com/deals/1640560-brazilian-bikini-wax-in-torrance,"Torrance, CA", 50,19,
SB Buggies,https://www.livingsocial.com/deals/1640524-2-or-3-hour-3-wheel-buggy-rental,"Santa Barbara, CA", 110,65,
28-Day RECON Meal Program,https://www.livingsocial.com/deals/1640486-28-day-recon-meal-program,, 519,399,
[redacted by UKAUMERCH PII cleanup 2017-02-08],https://www.livingsocial.com/deals/1640368-4-weeks-of-unlimited-boxing-or-kickboxing-classes,"Irvine, CA", 228,50,
New Image Day Spa,https://www.livingsocial.com/deals/1640348-eyebrow-tinting-sessions-with-threading-or-waxing,"Torrance, CA", 22,10,
New Image Day Spa,https://www.livingsocial.com/deals/1640346-1-or-2-gel-manicures,"Torrance, CA", 30,14,
New Image Day Spa,https://www.livingsocial.com/deals/1640260-1-or-3-european-facials,"Torrance, CA", 65,39,
Cake Bakeshop,https://www.livingsocial.com/deals/1639984-gift-card-and-mini-cupcakes-treat,"Manhattan Beach, CA", 22,14,
Personalized Barrel 4-Piece Wine Tool Set,https://www.livingsocial.com/deals/1639906-personalized-barrel-4-piece-wine-tool-set,, 45,24,
4 Bottles of Sparkling Wine and 2 Govino Flutes,https://www.livingsocial.com/deals/1639740-4-bottles-of-sparkling-wine-and-2-govino-flutes,, 103,39,
Ha Ha Comedy Club,https://www.livingsocial.com/deals/1639720-2-tickets-to-a-comedy-show-with-nachos,"North Hollywood, CA", 50,9,
Serenity Prayer Engraved Bracelet,https://www.livingsocial.com/deals/1639674-serenity-prayer-engraved-bracelet,, 55,9,
Certified AWS Technical Essentials Training,https://www.livingsocial.com/deals/1639590-certified-aws-technical-essentials-training,, 299,39,
1-Year Kids' Magazine Subscription,https://www.livingsocial.com/deals/1639270-1-year-kids-magazine-subscription,, 29,14,
1-Year Kids' Magazine Subscription,https://www.livingsocial.com/deals/1639262-1-year-kids-magazine-subscription,, 29,14,
Brewery Pass,https://www.livingsocial.com/deals/1639226-1-year-brew-pass,Los Angeles Area, 39,19,
Piloxing,https://www.livingsocial.com/deals/1639194-piloxing-barre-or-knockout-classes,"Burbank, CA", 48,24,
Ticket to Corey Feldman Concert,https://www.livingsocial.com/events/1639026-ticket-to-corey-feldman-concert,"Agoura Hills, CA", 29,18,use by Apr 16
Ticket to Corey Feldman Concert,https://www.livingsocial.com/events/1639024-ticket-to-corey-feldman-concert,"Pasadena, CA", 29,18,use by Apr 13
My 3 or 4 Treasures Personalized Necklace,https://www.livingsocial.com/deals/1638954-my-3-or-4-treasures-personalized-necklace,, 55,24,
Personalized Girls' Pillowcases,https://www.livingsocial.com/deals/1638862-personalized-girls-pillowcases,, 30,9,
Personalized Boys' Pillowcases,https://www.livingsocial.com/deals/1638860-personalized-boys-pillowcases,, 30,9,
Hair Tie Bangle,https://www.livingsocial.com/deals/1638850-hair-tie-bangle,, 22,12,
Learn a Language Online Course,https://www.livingsocial.com/deals/1638734-learn-a-language-online-course,, 199,19,
$30 Toward Gourmet Gift Baskets & More,https://www.livingsocial.com/deals/1638670-30-toward-gourmet-gift-baskets-more,, 30,15,
Custom-Etched Wine Bottle,https://www.livingsocial.com/deals/1638380-custom-etched-wine-bottle,, 70,34,
Dr. Robert Nettles,https://www.livingsocial.com/deals/1638294-b-12-injections,"Beverly Hills, CA", 140,39,
My Dog Is Next To My Heart Necklace,https://www.livingsocial.com/deals/1638168-my-dog-is-next-to-my-heart-necklace,, 100,24,
Engraved Couples Puzzle Pieces Glasses,https://www.livingsocial.com/deals/1638038-engraved-couples-puzzle-pieces-glasses,, 38,16,
Serenity Prayer Engraved Cuff Bracelet,https://www.livingsocial.com/deals/1637946-serenity-prayer-engraved-cuff-bracelet,, 33,18,
Personalized Photo Apron,https://www.livingsocial.com/deals/1637822-personalized-photo-apron,, 68,19,
FY Eye Optometry,https://www.livingsocial.com/deals/1637820-225-to-spend-on-frames-lenses-and-eye-exam,"Tarzana, CA", 300,49,
Personalized Photo Shower Curtain,https://www.livingsocial.com/deals/1637802-personalized-photo-shower-curtain,, 125,34,
Monogrammed Running Shoes,https://www.livingsocial.com/deals/1637308-monogrammed-running-shoes,, 70,28,
Personalized Car Mat,https://www.livingsocial.com/deals/1637140-personalized-car-mat,, 35,19,
Personalized Photo Watch,https://www.livingsocial.com/deals/1637122-personalized-photo-watch,, 40,29,
Cascade Auto Glass,https://www.livingsocial.com/deals/1636928-80-to-spend-on-windshield-replacement,Los Angeles Area, 105,10,
Personalized Bird Nest Necklace,https://www.livingsocial.com/deals/1636868-personalized-bird-nest-necklace,, 20,8,
Ruby Marble Bohemian Art Statement Necklace,https://www.livingsocial.com/deals/1636800-ruby-marble-bohemian-art-statement-necklace,, 180,9,
Encino Dental Center,https://www.livingsocial.com/deals/1636678-in-office-laser-teeth-whitening-treatment,"Encino, CA", 600,99,
Emotional Intelligence Bundle,https://www.livingsocial.com/deals/1636640-emotional-intelligence-bundle,, 1194,29,
Pop & Son Carpet Care,https://www.livingsocial.com/deals/1636304-sofa-cleaning-or-carpet-cleaning-for-3-rooms,Los Angeles Area, 109,29,
Broadway Bronze,https://www.livingsocial.com/deals/1635892-custom-airbrush-spray-tan,Multiple Locations, 45,19,
Frogg's Bounce House,https://www.livingsocial.com/deals/1635634-all-day-admission-to-fountain-valley-bounce-house,"Fountain Valley, CA", 60,29,
Twisted Exit,https://www.livingsocial.com/deals/1635564-room-escape-game-for-4,"Lancaster, CA", 100,65,
The Tanning Spa,https://www.livingsocial.com/deals/1635494-infrared-fit-body-wrap-session,Multiple Locations, 60,29,
Pilates on Purpose,https://www.livingsocial.com/deals/1635428-2-weeks-of-unlimited-group-pilates-classes,"Costa Mesa, CA", 380,79,
World Fusion Massage & Wellness,https://www.livingsocial.com/deals/1635280-70-minute-world-fusion-massage,"Redondo Beach, CA", 150,69,
Degustabox Subscription Snack Box,https://www.livingsocial.com/deals/1635264-degustabox-subscription-snack-box,, 20,7,
Puzzling Adventures Scavenger Hunt,https://www.livingsocial.com/events/1634688-puzzling-adventures-scavenger-hunt,Los Angeles Area, 49,29,use by Sep 27
Kiddie City,https://www.livingsocial.com/deals/1633838-admission-to-kiddie-city-indoor-playground,"Los Angeles, CA", 11,8,
Hair by Fariba at Jamie's Hair Design and Day Spa,https://www.livingsocial.com/deals/1633064-men-s-haircut-highlights-or-blowout,"Thousand Oaks, CA", 25,18,
RockStar Guitar,https://www.livingsocial.com/deals/1632708-in-studio-guitar-lessons-with-e-book,Multiple Locations, 100,45,
Maya Montra,https://www.livingsocial.com/deals/1632288-surface-chemical-peel-or-customized-facial,"Pasadena, CA", 100,49,
Big City Hunt,https://www.livingsocial.com/deals/1631652-self-guided-scavenger-hunt-in-santa-monica,"Santa Monica, CA", 40,22,
Huntington Harbor Boat Rentals,https://www.livingsocial.com/deals/1631556-2-hour-stand-up-paddleboard-rental,"Sunset Beach, CA", 30,15,
Deo Juvante Yacht,https://www.livingsocial.com/deals/1631468-weekend-cruise-in-newport-beach,"Newport Beach, CA", 70,29,
"Ticket to ""Oliver!"" Musical",https://www.livingsocial.com/events/1631308-ticket-to-oliver-musical,"San Bernardino, CA", 65,20,use by Apr 29
"Ticket to ""A Chorus Line""",https://www.livingsocial.com/events/1631282-ticket-to-a-chorus-line,"Temecula, CA", 23,12,use by Apr  2
CYC Transport,https://www.livingsocial.com/deals/1630804-limo-service-transportation-for-up-to-9-people,"Irvine, CA", 375,225,
West Coast Exotics,https://www.livingsocial.com/deals/1630786-3-lap-driving-experience,Multiple Locations, 275,105,
Leilani Shave Ice,https://www.livingsocial.com/deals/1630640-20-to-spend-on-shave-ice,"Riverside, CA", 20,14,
Onlinedriveredclass.com,https://www.livingsocial.com/deals/1629956-online-driver-s-education-course,Los Angeles Area, 30,15,
Lavender Care,https://www.livingsocial.com/deals/1629184-bikini-wax-microdermabrasion-or-lash-extensions,"Chino, CA", 35,17,
9Round Fitness Chino Hills,https://www.livingsocial.com/deals/1629064-1-month-of-unlimited-kickboxing-classes,"Chino Hills, CA", 119,69,
SkinSmith by Cynthia Smith,https://www.livingsocial.com/deals/1629032-30-minute-diamond-microdermabrasion,"Valencia, CA", 110,45,
AAA1 Carpet & Upholstery Care,https://www.livingsocial.com/deals/1628166-steam-carpet-or-area-rug-cleaning,"Burbank, CA", 105,44,
City Safari Hollywood,https://www.livingsocial.com/deals/1626612-adult-or-child-ticket-to-celebrity-bus-tour,"Los Angeles, CA", 54,27,
Path of Light Center,https://www.livingsocial.com/deals/1624554-1-or-2-hypnotherapy-sessions,"Laguna Hills, CA", 125,44,
ChiroWellnessLA,https://www.livingsocial.com/deals/1624508-scar-tissue-massage-package-with-aromatherapy,Multiple Locations, 120,49,
Reforming Bodies Pilates,https://www.livingsocial.com/deals/1624348-private-introductory-pilates-session,"Sherman Oaks, CA", 70,44,
Milam Chiropractic Sports Therapy,https://www.livingsocial.com/deals/1624310-chiropractic-package-including-adjustements,"Tustin, CA", 395,29,
"Ticket for ""The Wizard of Oz""",https://www.livingsocial.com/events/1624258-ticket-for-the-wizard-of-oz,"San Bernardino, CA", 65,32,use by Jun 10
Best Friends Pet Hospital,https://www.livingsocial.com/deals/1624110-wellness-exam-for-cat-or-dog,"Monrovia, CA", 59,30,
La Piel Esthetics,https://www.livingsocial.com/deals/1622800-la-piel-esthetics-maintenance-facial,"Ventura, CA", 65,39,
City Auto Wraps & Window Tinting,https://www.livingsocial.com/deals/1622494-window-tinting-services-for-2-windows,"Camarillo, CA", 120,59,
Team-Building and Management Training Bundle,https://www.livingsocial.com/deals/1620872-team-building-and-management-training-bundle,, 3383,29,
Micro Current & Electrolysis Services,https://www.livingsocial.com/deals/1620836-45-minute-hydro-facial-treatment,"Sherman Oaks, CA", 150,69,
Germaine's Skin Care,https://www.livingsocial.com/deals/1620216-aromatherapy-or-oxygen-facial,"Newport Beach, CA", 105,64,
Personalized Cosmetic Bag,https://www.livingsocial.com/deals/1618234-personalized-cosmetic-bag,, 30,14,
Key Nissan Service,https://www.livingsocial.com/deals/1617330-smog-check,"Santa Ana, CA", 60,24,
Active Physical Medicine,https://www.livingsocial.com/deals/1617154-custom-massage,"Rancho Cucamonga, CA", 90,44,
Holistic Healing Therapies by Ivonne,https://www.livingsocial.com/deals/1616608-full-body-massage-or-emotional-balance-sessions,Multiple Locations, 120,58,
Sushi Zenmaru,https://www.livingsocial.com/deals/1616414-sake-tasting-package-for-1-or-2,"Long Beach, CA", 45,29,
JCW Auto Repair Service,https://www.livingsocial.com/deals/1616190-oil-change-and-inspection-or-windshield-repair,"Azusa, CA", 89,17,
Candy Lash Day,https://www.livingsocial.com/deals/1616166-full-set-of-synthetic-eyelash-extensions,"La Jolla, CA", 275,89,
Miss Becky's Ballet ~ Tap & Jazz:,https://www.livingsocial.com/deals/1615462-four-45-minute-ballet-tap-or-jazz-classes,"Long Beach, CA", 40,24,
Enamel Implant & Cosmetic Dentistry,https://www.livingsocial.com/deals/1615422-comprehensive-dental-exam-with-teeth-whitening,"Newport Beach, CA", 365,89,
Leelavadee Thai Wellness Center,https://www.livingsocial.com/deals/1615056-thai-massage-and-sugar-body-scrub,"Los Angeles, CA", 160,79,
Covina Smile,https://www.livingsocial.com/deals/1614362-dental-exam-with-x-ray-and-teeth-cleaning,"Covina, CA", 380,79,
Healthy Smiles Premier Dental,https://www.livingsocial.com/deals/1614352-dental-exam-with-teeth-cleaning-and-x-rays,"Lawndale, CA", 275,28,
Speedy Packing Organizing,https://www.livingsocial.com/deals/1614296-2-hours-of-packing-or-organizing-services,Los Angeles Area, 170,85,
Hollywood Sightseeing,https://www.livingsocial.com/deals/1613726-celebrity-home-tour,"Los Angeles, CA", 54,26,
Psychic Kate,https://www.livingsocial.com/deals/1613698-psychic-reading,Multiple Locations, 100,14,
HB Media Solutions,https://www.livingsocial.com/deals/1613644-vhs-tapes-transferred-to-dvd,Los Angeles Area, 56,15,
Pacific Ocean Laser Center,https://www.livingsocial.com/deals/1613154-ipl-laser-sunspot-hair-removal-or-botox,"Los Angeles, CA", 199,99,
Southern California Health Center,https://www.livingsocial.com/deals/1612396-acupuncture-package,"Irvine, CA", 325,29,
The Golf Academy LA,https://www.livingsocial.com/deals/1611162-full-swing-evaluation-with-5-optional-golf-lessons,Multiple Locations, 175,49,
Tot Squad LA,https://www.livingsocial.com/deals/1611024-eco-friendly-stroller-or-car-seat-cleaning,Los Angeles Area, 40,20,
Exotic Tan,https://www.livingsocial.com/deals/1610258-1-month-of-unlimited-tanning,"cerritos, CA", 55,29,
Liana Muradova at Organic Face & Beauty,https://www.livingsocial.com/deals/1610120-classic-european-facial,"Glendale, CA", 99,48,
Pink Me Up Nail & Spa Boutique,https://www.livingsocial.com/deals/1609762-brazilian-sugaring-wax-in-tarzana,"Tarzana, CA", 65,29,
Placentia's #1 Fitness Results,https://www.livingsocial.com/deals/1608332-weight-management-program,"Placentia, CA", 67,39,
Vega Auto Glass,https://www.livingsocial.com/deals/1607960-windshield-chip-repair,"Anaheim, CA", 70,39,
MK Styling,https://www.livingsocial.com/deals/1607572-haircut-with-color-or-keratin-treatment,"Sherman Oaks, CA", 110,37,
Desert Body Scultping,https://www.livingsocial.com/deals/1606960-chromogenex-i-lipo-laser-treatments,"Palm Desert, CA", 245,49,
